State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Yield_Index,is_outlier
Haryana,Haryana District C,2003,Kharif,Dry chillies,22631.4,19132.27,0.8453860565409121,0.7834236751305194,0
Odisha,Odisha District D,2009,Whole Year,Jowar,53457.9,60630.01,1.1341637063932553,1.1237579365921522,0
Odisha,Odisha District E,2003,Kharif,Sunflower,719.62,409.39,0.5688974736666573,0.5852721523115323,0
Mizoram,Mizoram District B,2013,Kharif,Cotton(lint),22357.71,24019.75,1.0743385615074175,0.6754704023136637,0
Jharkhand,Jharkhand District D,2001,Winter,Arhar/Tur,28125.93,12068.88,0.4291015443755993,0.5377025727342308,0
Kerala,Kerala District D,1998,Rabi,Onion,55082.52,681076.38,12.36465542970801,1.0868294636393037,0
Tripura,Tripura District D,2013,Rabi,Potato,6313.66,109336.21,17.317405435199237,1.2609953830910279,0
Kerala,Kerala District C,2013,Kharif,Jowar,4942.33,2740.76,0.554548158459674,0.5494602681947776,0
Puducherry,Puducherry District D,1998,Kharif,Bajra,13983.17,17229.04,1.2321269068458727,1.0195848146399704,0
Gujarat,Gujarat District B,2008,Rabi,Sesamum,35846.89,23513.25,0.6559355637267278,1.7306634510169923,0
Chhattisgarh,Chhattisgarh District A,2010,Whole Year,Dry chillies,6099.71,5478.69,0.8981886024089669,0.8323560702417668,0
Jharkhand,Jharkhand District E,2007,Whole Year,Sugarcane,766.24,27633.56,36.06384422635206,0.5875090449252399,0
Jammu and Kashmir,Jammu And Kashmir District E,2012,Summer,Groundnut,8262.93,7783.9,0.9420266176767804,0.7799709782796378,0
Assam,Assam District D,2009,Kharif,Arhar/Tur,16054.94,11359.79,0.7075573001207105,0.8866325130230103,0
Himachal Pradesh,Himachal Pradesh District A,2002,Rabi,Sesamum,9870.12,2128.57,0.21565796565796566,0.5690061337189707,0
Maharashtra,Maharashtra District A,2008,Kharif,Sunflower,4072.22,2500.69,0.6140851918609506,0.6317605167529563,0
Tamil Nadu,Tamil Nadu District B,2012,Kharif,Rapeseed &Mustard,2377.73,1750.52,0.7362147931009828,0.9243831412621341,0
Punjab,Punjab District D,2011,Kharif,Rapeseed &Mustard,10573.85,14125.13,1.3358549629510537,1.677284698018734,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District E,2002,Whole Year,Moong(Green Gram),13320.51,3445.67,0.25867402974811027,0.5494803981851107,0
Madhya Pradesh,Madhya Pradesh District E,2003,Kharif,Peas & beans (Pulses),22040.26,21116.84,0.9581030350821633,0.976983633762107,0
Assam,Assam District E,1998,Kharif,Urad,5226.81,2071.48,0.3963182132122652,0.7798606138431509,0
Chhattisgarh,Chhattisgarh District E,2006,Winter,Peas & beans (Pulses),835.64,480.97,0.5755708199703222,0.586913150874027,0
West Bengal,West Bengal District D,2010,Rabi,Cotton(lint),6920.36,12420.05,1.7947115467981434,1.1283915275755927,0
Mizoram,Mizoram District C,2010,Whole Year,Bajra,20942.29,23003.3,1.0984137837839127,0.9089372270947421,0
Madhya Pradesh,Madhya Pradesh District E,2010,Rabi,Dry chillies,69761.76,56265.23,0.8065339807940627,0.7474192535617646,0
Kerala,Kerala District B,2002,Kharif,Arhar/Tur,12842.58,9467.33,0.7371828713545098,0.9237560006448389,0
Kerala,Kerala District D,2005,Rabi,Bajra,21703.45,20615.65,0.9498789362981462,0.7860246650040128,0
Tripura,Tripura District B,2009,Kharif,Wheat,35307.09,121988.82,3.4550799853513845,1.5377719796024678,0
Tamil Nadu,Tamil Nadu District B,2014,Rabi,Bajra,806.12,1677.95,2.0815139185232967,1.7224524283954874,0
Assam,Assam District A,2008,Kharif,Moong(Green Gram),3026.93,1225.74,0.4049449442174084,0.8601919157029507,0
Karnataka,Karnataka District A,2010,Kharif,Jowar,12610.3,18424.21,1.4610445429529828,1.4476396939903278,0
Madhya Pradesh,Madhya Pradesh District B,2004,Kharif,Bajra,12427.36,14402.19,1.1589098569607703,0.958997717790761,0
Jharkhand,Jharkhand District E,2001,Winter,Sesamum,8244.94,2101.69,0.25490664577304384,0.6725624278614883,0
Haryana,Haryana District E,2000,Kharif,Rice,6128.09,15642.79,2.5526371185801775,1.2398832715609023,0
Karnataka,Karnataka District B,2013,Rabi,Rapeseed &Mustard,21277.25,12915.16,0.6069938549389606,0.7621347623183742,0
Manipur,Manipur District A,1997,Rabi,Wheat,26019.03,52078.96,2.0015719263938743,0.8908509315608223,0
Nagaland,Nagaland District B,2007,Rabi,Sunflower,29909.93,22987.36,0.7685527849780993,0.7906741784772274,0
Maharashtra,Maharashtra District E,2013,Kharif,Moong(Green Gram),28571.09,10577.33,0.37021093699960345,0.7864092629364976,0
Bihar,Bihar District B,2001,Kharif,Sunflower,32366.45,44364.23,1.3706856946004273,1.4101383882950391,0
Rajasthan,Rajasthan District A,2005,Rabi,Sugarcane,8544.95,305485.91,35.75046196876517,0.5824037957539147,0
Odisha,Odisha District D,2006,Whole Year,Potato,20870.09,247364.65,11.852591435877851,0.8630659560540728,0
Manipur,Manipur District B,2005,Kharif,Dry chillies,31884.75,19336.42,0.6064472827919303,0.5619978652141145,0
Chhattisgarh,Chhattisgarh District E,2014,Kharif,Sunflower,27351.11,21797.43,0.7969486430349627,0.8198873596407128,0
Mizoram,Mizoram District D,1998,Winter,Rapeseed &Mustard,19903.62,13464.12,0.6764658891196678,0.8493630790917154,0
Maharashtra,Maharashtra District C,2003,Winter,Rapeseed &Mustard,17648.68,11621.93,0.6585155377059361,0.8268248166415767,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District D,2011,Kharif,Potato,7839.11,118151.78,15.072091091973451,1.0974991231581839,0
Haryana,Haryana District D,2011,Rabi,Peas & beans (Pulses),10411.11,13791.95,1.3247338660334969,1.350839376157639,0
Punjab,Punjab District B,2009,Kharif,Peas & beans (Pulses),48206.51,73282.62,1.5201809880034873,1.5501380240470195,0
Mizoram,Mizoram District B,2006,Rabi,Arhar/Tur,3290.86,2008.27,0.6102568933348729,0.7647064101166159,0
Chhattisgarh,Chhattisgarh District D,1998,Rabi,Onion,3430.75,19871.42,5.792150404430518,0.5091188956418863,0
Mizoram,Mizoram District B,2008,Rabi,Onion,1168.03,2857.42,2.44635839832881,0.21503020452451,0
Kerala,Kerala District C,2004,Rabi,Arhar/Tur,55085.04,37724.1,0.6848338496259602,0.8581579993500156,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District C,2006,Rabi,Sesamum,7292.01,3099.76,0.4250899271942853,1.1215851694498484,0
Gujarat,Gujarat District D,2006,Rabi,Sugarcane,39830.24,3284005.43,82.45005377823483,1.3431777279552997,0
Telangana,Telangana District E,2006,Rabi,Maize,13335.23,28473.48,2.1352072667663027,1.032144579457428,0
Manipur,Manipur District B,1998,Rabi,Dry chillies,17286.77,12986.66,0.7512484981289159,0.6961859079490933,0
Telangana,Telangana District E,2013,Kharif,Potato,60017.15,990709.86,16.507112716948406,1.2019925849819229,0
Andhra Pradesh,Andhra Pradesh District A,1999,Whole Year,Small millets,19237.79,12437.1,0.646493178270477,1.0269348830679437,0
Nagaland,Nagaland District D,2007,Rabi,Sesamum,5674.62,1111.6,0.19588976883033576,0.5168484255018532,0
Andhra Pradesh,Andhra Pradesh District E,2012,Kharif,Groundnut,13201.36,25532.56,1.9340855790615512,1.6013672998938244,0
West Bengal,West Bengal District E,2001,Kharif,Sugarcane,42178.29,3254917.18,77.1704395792243,1.2571685638693508,0
Mizoram,Mizoram District A,2002,Kharif,Sunflower,19392.45,19299.53,0.9952084445235129,1.0238537087724573,0
Uttarakhand,Uttarakhand District C,2013,Kharif,Urad,30267.58,17167.46,0.567189712557132,1.116095356342902,0
Jharkhand,Jharkhand District E,2006,Winter,Peas & beans (Pulses),194.37,125.06,0.643412049184545,0.6560912749480369,0
Jammu and Kashmir,Jammu And Kashmir District E,2008,Kharif,Onion,12561.16,39384.35,3.1354070802378122,0.27559626021751643,0
Karnataka,Karnataka District C,2007,Kharif,Maize,14971.8,30852.61,2.0607148105104263,0.9961354359275751,0
Odisha,Odisha District C,2006,Rabi,Bajra,576.53,420.81,0.7299013060898826,0.6039932118520134,0
Sikkim,Sikkim District D,2012,Kharif,Onion,18112.85,149013.31,8.226938885929052,0.723132126699203,0
Himachal Pradesh,Himachal Pradesh District E,2010,Kharif,Bajra,12947.41,12102.86,0.9347707379313701,0.7735226333173855,0
Manipur,Manipur District C,2002,Kharif,Bajra,3573.11,4255.27,1.1909149172569555,0.9854818999706321,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District A,2007,Rabi,Rice,4046.1,12021.95,2.9712439138923905,1.4432116487483426,0
Himachal Pradesh,Himachal Pradesh District E,2005,Summer,Rapeseed &Mustard,19577.87,12133.29,0.6197451510302194,0.7781451484807513,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District A,2012,Whole Year,Wheat,25898.1,66374.7,2.562917743000452,1.1406922872760272,0
Madhya Pradesh,Madhya Pradesh District D,2014,Rabi,Gram,15844.33,15490.99,0.9776992779120354,1.129746456215788,0
Jammu and Kashmir,Jammu And Kashmir District C,2012,Kharif,Sugarcane,7801.31,494372.24,63.37041343056486,1.0323550322986388,0
Himachal Pradesh,Himachal Pradesh District B,1998,Rabi,Small millets,12755.99,6120.45,0.4798098775555641,0.7621634953992041,0
Telangana,Telangana District D,2007,Whole Year,Small millets,73789.68,73580.86,0.9971700649738555,1.583974523617249,0
Meghalaya,Meghalaya District B,2001,Kharif,Small millets,94810.93,54097.13,0.5705790461078697,0.9063475775001261,0
Goa,Goa District A,2007,Rabi,Rice,6033.06,18325.65,3.0375381647124344,1.4754125174084969,0
Haryana,Haryana District C,2000,Rabi,Groundnut,35960.1,52174.71,1.45090558702562,1.2013081465730422,0
Sikkim,Sikkim District C,2012,Rabi,Bajra,52371.85,69704.76,1.3309585206556576,1.101367958962963,0
Arunachal Pradesh,Arunachal Pradesh District A,2008,Kharif,Small millets,5325.49,3258.29,0.6118291462381865,0.9718721153880495,0
Mizoram,Mizoram District C,2014,Rabi,Gram,7136.03,6244.92,0.8751252447088927,1.0112205933773815,0
Puducherry,Puducherry District B,2011,Kharif,Sunflower,2064.03,3790.75,1.836576987737581,1.8894395145949188,0
Uttarakhand,Uttarakhand District A,2005,Rabi,Sugarcane,23939.51,1155766.4,48.278615560635956,0.7864974998315967,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District B,2014,Rabi,Rice,31896.89,76048.73,2.3842051685916714,1.1580714246410824,0
Jharkhand,Jharkhand District A,2000,Rabi,Rapeseed &Mustard,12693.64,5037.79,0.39687512801686514,0.4983120156819783,0
Madhya Pradesh,Madhya Pradesh District A,2006,Kharif,Small millets,19232.25,10754.68,0.5592003015767786,0.8882727855653422,0
Rajasthan,Rajasthan District A,2006,Kharif,Rapeseed &Mustard,1937.71,1059.18,0.546614302449799,0.6863228648654016,0
Jammu and Kashmir,Jammu And Kashmir District E,2003,Winter,Cotton(lint),24033.83,34059.55,1.4171503251874544,0.8910069270437335,0
Bihar,Bihar District B,2001,Whole Year,Cotton(lint),11033.42,32591.28,2.9538692445316137,1.857190385297318,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District E,2001,Rabi,Rapeseed &Mustard,15334.31,12346.47,0.8051532804540928,1.0109415425473236,0
Chhattisgarh,Chhattisgarh District B,2014,Kharif,Sesamum,39436.99,10738.42,0.2722930933623484,0.7184359725354099,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District C,2006,Kharif,Small millets,115672.65,32382.28,0.27994759348903997,0.44468829501638074,0
Arunachal Pradesh,Arunachal Pradesh District D,2013,Summer,Moong(Green Gram),32065.3,6114.54,0.19069024771326012,0.40506792794596364,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District E,2004,Kharif,Sugarcane,5897.87,314505.13,53.325205540305234,0.8687105118575942,0
Nagaland,Nagaland District D,2006,Kharif,Rapeseed &Mustard,57477.9,47743.15,0.8306349048938809,1.042935988006507,0
Puducherry,Puducherry District D,2012,Rabi,Wheat,17496.32,61487.24,3.5142955775843148,1.5641273979654104,0
Himachal Pradesh,Himachal Pradesh District A,2003,Kharif,Jowar,78200.34,39836.49,0.5094158158391638,0.5047420075672339,0
Maharashtra,Maharashtra District D,2013,Kharif,Maize,5044.37,7794.84,1.545255403548907,0.7469658863918004,0
Karnataka,Karnataka District E,2012,Kharif,Small millets,24539.01,16634.79,0.6778916508856715,1.0768104082666126,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District B,2013,Kharif,Sesamum,9827.68,3743.07,0.3808701545023851,1.0049128183192817,0
Mizoram,Mizoram District E,2008,Summer,Potato,112565.61,1579278.76,14.029851212994803,1.0216067107305074,0
Assam,Assam District D,2009,Kharif,Jowar,13648.59,7213.52,0.5285175977884895,0.5236685337359036,0
Chhattisgarh,Chhattisgarh District D,2008,Kharif,Rice,4034.74,5487.02,1.3599438873384657,0.6605606664179304,0
Andhra Pradesh,Andhra Pradesh District C,2011,Rabi,Urad,9375.87,4695.67,0.5008249901075846,0.9855052611576608,0
Telangana,Telangana District E,2014,Rabi,Arhar/Tur,45711.8,53907.64,1.1792937490976072,1.4777604303939167,0
Assam,Assam District C,2008,Kharif,Wheat,17238.2,31273.04,1.8141708531053127,0.8074432765506965,0
Jharkhand,Jharkhand District B,2014,Kharif,Dry chillies,4359.25,3764.98,0.8636760910707117,0.800373145681559,0
Uttar Pradesh,Uttar Pradesh District A,2007,Kharif,Urad,13767.19,10450.81,0.7591098837162849,1.49374891224672,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District B,1998,Kharif,Rapeseed &Mustard,32544.6,19746.11,0.6067399814408535,0.7618160015655848,0
Assam,Assam District B,2006,Kharif,Peas & beans (Pulses),60149.31,45016.3,0.748409250247426,0.7631575749942183,0
Tamil Nadu,Tamil Nadu District E,2011,Whole Year,Moong(Green Gram),7087.65,1924.68,0.2715540411843136,0.5768403686447873,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District E,2007,Summer,Potato,49297.11,434075.02,8.805283311739776,0.6411711987953805,0
Sikkim,Sikkim District C,2012,Winter,Rice,12312.07,31187.07,2.5330484638245236,1.2303685445489303,0
Jharkhand,Jharkhand District A,2000,Kharif,Moong(Green Gram),46464.15,14991.89,0.32265499315063334,0.68539000333921,0
Himachal Pradesh,Himachal Pradesh District C,2002,Kharif,Moong(Green Gram),40720.92,15837.02,0.38891606574704113,0.8261430607292423,0
Andhra Pradesh,Andhra Pradesh District B,1998,Kharif,Maize,4525.46,13626.99,3.0111833935113776,1.4555854439704647,0
Kerala,Kerala District B,2011,Rabi,Arhar/Tur,72586.66,105326.3,1.4510421060839553,1.8182854007723936,0
Haryana,Haryana District E,2005,Kharif,Onion,1101.11,18546.61,16.843557864336898,1.480516385073833,0
West Bengal,West Bengal District E,2009,Rabi,Wheat,21785.6,70017.35,3.2139280074911873,1.4304411056570383,0
Puducherry,Puducherry District D,2014,Kharif,Peas & beans (Pulses),706.69,416.51,0.5893814826868924,0.6009959696852005,0
Maharashtra,Maharashtra District C,1997,Whole Year,Small millets,2996.5,2241.63,0.7480827632237611,1.1883068697361066,0
Gujarat,Gujarat District E,1999,Winter,Wheat,34115.91,67332.84,1.9736492445899871,0.8784232257318915,0
Bihar,Bihar District C,2010,Kharif,Gram,71125.91,88392.87,1.242766103098013,1.4360352233035045,0
Gujarat,Gujarat District B,2005,Rabi,Bajra,4069.08,5705.32,1.4021154659038406,1.1602503195608156,0
Tripura,Tripura District C,2008,Rabi,Dry chillies,31401.69,40623.68,1.2936781428005946,1.1988582934710597,0
Arunachal Pradesh,Arunachal Pradesh District D,2004,Kharif,Maize,3606.75,6528.63,1.8101143688916614,0.8749968975513119,0
Himachal Pradesh,Himachal Pradesh District C,2014,Rabi,Jowar,563.16,586.05,1.0406456424461965,1.0310978858579942,0
Andhra Pradesh,Andhra Pradesh District D,2008,Whole Year,Rapeseed &Mustard,27024.62,30584.68,1.1317339522257852,1.4209926174194456,0
Kerala,Kerala District E,2014,Kharif,Onion,37905.11,493446.2,13.017933465962768,1.1442513482835135,0
West Bengal,West Bengal District B,1997,Kharif,Groundnut,21522.27,26777.16,1.2441605834328813,1.0301292226649876,0
Odisha,Odisha District E,2003,Kharif,Urad,43338.82,15755.64,0.3635456618338939,0.7153719752111076,0
Nagaland,Nagaland District C,2003,Kharif,Bajra,7518.73,8696.9,1.1566980061792351,0.9571674116294616,0
Tripura,Tripura District D,2014,Rabi,Wheat,26140.06,56723.92,2.1699996097943157,0.965813992682608,0
Tripura,Tripura District A,2009,Rabi,Peas & beans (Pulses),16840.5,17417.68,1.0342733291766872,1.0546549571838248,0
Uttar Pradesh,Uttar Pradesh District D,1997,Rabi,Wheat,15802.42,37286.41,2.3595379695008742,1.0501729018402253,0
Uttar Pradesh,Uttar Pradesh District B,2009,Autumn,Jowar,7612.51,8723.78,1.1459794469892322,1.135465269666377,0
Himachal Pradesh,Himachal Pradesh District D,1999,Rabi,Dry chillies,10985.41,7346.41,0.6687424502135104,0.6197271223111336,0
Assam,Assam District C,2014,Rabi,Rapeseed &Mustard,11429.11,8411.35,0.7359584429583755,0.9240612708619371,0
Jharkhand,Jharkhand District E,2000,Kharif,Sugarcane,39026.33,2011416.46,51.53998492812416,0.8396278314239601,0
Goa,Goa District B,2010,Kharif,Sunflower,39113.19,63833.89,1.6320297577364566,1.6790047647611255,0
Gujarat,Gujarat District E,2010,Rabi,Peas & beans (Pulses),4295.48,5549.28,1.2918882173819923,1.3173464636024996,0
Chhattisgarh,Chhattisgarh District A,2002,Whole Year,Cotton(lint),225.95,219.66,0.9721619827395441,0.6112287775221918,0
West Bengal,West Bengal District B,2009,Rabi,Jowar,31983.54,21137.94,0.6609005757336429,0.6548369191259289,0
Haryana,Haryana District E,2012,Kharif,Rapeseed &Mustard,11648.67,7772.43,0.6672375472908066,0.8377760752874692,0
Kerala,Kerala District B,2014,Rabi,Rapeseed &Mustard,86882.08,76526.82,0.8808124759444066,1.1059383905434343,0
Tamil Nadu,Tamil Nadu District E,2000,Kharif,Gram,4127.36,5255.96,1.2734435571406422,1.4714834902434144,0
Jharkhand,Jharkhand District D,2012,Rabi,Small millets,3513.35,1789.05,0.5092148519219548,0.8088724088534025,0
Arunachal Pradesh,Arunachal Pradesh District B,2010,Kharif,Small millets,11537.37,7809.04,0.6768474964398298,1.075151800473389,0
Punjab,Punjab District E,1999,Rabi,Potato,190383.4,3697518.67,19.421434169155503,1.4142036988134798,0
Madhya Pradesh,Madhya Pradesh District D,2008,Rabi,Cotton(lint),6551.41,7788.49,1.1888265274192884,0.7474525829458634,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District E,2010,Winter,Sesamum,2154.72,534.75,0.24817609712630878,0.6548041064769673,0
Uttarakhand,Uttarakhand District B,2014,Kharif,Arhar/Tur,65914.09,54832.63,0.8318802550410693,1.042420283043444,0
Karnataka,Karnataka District B,2006,Rabi,Rice,39321.34,124276.69,3.1605405614355973,1.535158030371881,0
Meghalaya,Meghalaya District B,1998,Kharif,Peas & beans (Pulses),22989.71,20900.74,0.9091345649858134,0.9270501797360476,0
Meghalaya,Meghalaya District B,2011,Kharif,Rice,46379.84,51281.58,1.105686867397559,0.5370613161158382,0
Jharkhand,Jharkhand District C,2000,Rabi,Cotton(lint),9449.21,4310.27,0.4561513608015909,0.28679668982955747,0
Gujarat,Gujarat District A,1999,Kharif,Dry chillies,16693.2,26619.41,1.5946259554788775,1.477748203715873,0
Gujarat,Gujarat District A,2014,Kharif,Bajra,29133.88,52046.62,1.7864637322594863,1.4782984473405905,0
West Bengal,West Bengal District A,2002,Rabi,Sunflower,1487.02,1804.64,1.21359497518527,1.2485260983551678,0
Rajasthan,Rajasthan District C,1998,Rabi,Jowar,13582.11,11040.57,0.8128759080879185,0.805417902220913,0
Meghalaya,Meghalaya District D,2004,Kharif,Rapeseed &Mustard,60925.78,52515.41,0.8619571222559647,1.0822638172593033,0
Jharkhand,Jharkhand District A,2013,Summer,Potato,56470.18,605071.83,10.714891115983692,0.7802224344828972,0
Assam,Assam District E,2004,Rabi,Small millets,3892.98,2179.43,0.5598359097657835,0.8892824299717982,0
Andhra Pradesh,Andhra Pradesh District C,2010,Kharif,Onion,744.41,12590.79,16.913784070606255,1.4866891337223533,0
Odisha,Odisha District E,2000,Kharif,Peas & beans (Pulses),5298.0,4316.03,0.8146526991317478,0.830706432511812,0
Himachal Pradesh,Himachal Pradesh District A,2014,Kharif,Urad,6632.87,3599.31,0.5426474512541328,1.0678019841818678,0
Haryana,Haryana District C,2011,Whole Year,Peas & beans (Pulses),41274.72,59988.8,1.4534029546414853,1.482044047407126,0
Jharkhand,Jharkhand District C,2003,Kharif,Cotton(lint),1563.0,3072.96,1.9660652591170826,1.2361269893238997,0
Goa,Goa District A,2014,Kharif,Small millets,26363.47,24526.63,0.9303263189557368,1.4777952524228035,0
Kerala,Kerala District A,2010,Summer,Dry chillies,7814.11,12645.95,1.6183480908254428,1.4997316304726287,0
Andhra Pradesh,Andhra Pradesh District E,2011,Kharif,Groundnut,28212.83,52947.14,1.8767043221116064,1.5538572675037206,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District C,2011,Rabi,Gram,7377.82,7951.41,1.077745187602842,1.2453510337024891,0
Karnataka,Karnataka District E,1998,Whole Year,Maize,26058.94,60772.24,2.3321071386633534,1.127324629955376,0
Nagaland,Nagaland District A,2000,Kharif,Sunflower,464.41,635.07,1.3674770138455246,1.406837351502946,0
Arunachal Pradesh,Arunachal Pradesh District E,2004,Winter,Sunflower,11656.76,17747.49,1.5225062538818679,1.5663288261310389,0
Maharashtra,Maharashtra District C,2000,Rabi,Cotton(lint),6968.39,7854.1,1.1271039651913857,0.7086456691537963,0
Mizoram,Mizoram District C,2013,Kharif,Onion,20259.63,316413.45,15.617928362956283,1.3727859059530365,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District C,2013,Kharif,Sugarcane,14841.21,354847.54,23.90960979596677,0.3895067849006316,0
Goa,Goa District B,2003,Kharif,Bajra,14580.1,15230.89,1.0446354963271856,0.8644357029874683,0
Telangana,Telangana District D,2013,Kharif,Bajra,10227.34,14041.7,1.37295719121492,1.1361218520070726,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District B,2012,Rabi,Urad,54975.28,23323.83,0.4242603220938575,0.8348440828284626,0
Sikkim,Sikkim District E,2014,Rabi,Onion,6050.06,108084.27,17.86499142157268,1.5702984329007788,0
Manipur,Manipur District E,2013,Kharif,Bajra,56984.79,84381.99,1.4807809241729242,1.2253459734599514,0
Manipur,Manipur District E,2001,Kharif,Urad,8717.87,2983.48,0.3422257959799813,0.6734195160063603,0
Rajasthan,Rajasthan District C,2014,Kharif,Sunflower,12036.02,17736.65,1.4736308181608206,1.5160465999238215,0
Goa,Goa District C,1999,Rabi,Peas & beans (Pulses),2289.26,2258.04,0.9863624053187492,1.0057998896454845,0
Karnataka,Karnataka District D,2002,Rabi,Groundnut,4461.04,1994.53,0.44709977942363216,0.3701857737371408,0
Chhattisgarh,Chhattisgarh District B,2014,Kharif,Sunflower,12991.33,9438.81,0.7265468585587465,0.7474591878975718,0
Karnataka,Karnataka District C,2013,Rabi,Cotton(lint),18163.35,60617.9,3.3373744380854857,2.098312147710595,1
Bihar,Bihar District C,2008,Kharif,Groundnut,1487.8,2841.59,1.9099274095980645,1.581365029558459,0
Arunachal Pradesh,Arunachal Pradesh District E,2005,Winter,Sesamum,1344.64,618.9,0.4602718943360304,1.214411581119251,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District B,2011,Kharif,Sesamum,27606.34,11539.19,0.41799057752675656,1.102853779241678,0
Madhya Pradesh,Madhya Pradesh District C,2009,Rabi,Potato,43096.62,532815.39,12.363275588665653,0.9002522632808032,0
Mizoram,Mizoram District C,1999,Kharif,Potato,31347.1,220423.47,7.031702135125737,0.512024965913311,0
Rajasthan,Rajasthan District E,2012,Kharif,Bajra,19088.11,18134.23,0.9500275302269318,0.7861476264558694,0
Madhya Pradesh,Madhya Pradesh District A,2009,Rabi,Small millets,7418.96,3243.11,0.4371380894357161,0.6943806490892274,0
Bihar,Bihar District E,2014,Rabi,Peas & beans (Pulses),2430.4,3534.45,1.4542667873601052,1.4829249030118967,0
Goa,Goa District A,2014,Autumn,Sunflower,10887.66,10915.82,1.0025864143443126,1.0314440400299998,0
Arunachal Pradesh,Arunachal Pradesh District D,2013,Kharif,Gram,65677.62,65389.34,0.9956106813858359,1.1504433566406218,0
Uttarakhand,Uttarakhand District A,2010,Whole Year,Onion,24462.97,351538.12,14.370214246266908,1.263114231564232,0
Assam,Assam District C,2003,Rabi,Sugarcane,153.58,5097.91,33.19384034379476,0.5407543720348528,0
Jammu and Kashmir,Jammu And Kashmir District D,1997,Rabi,Arhar/Tur,3616.5,2047.76,0.5662270150698189,0.7095330388467809,0
Jharkhand,Jharkhand District A,2007,Winter,Onion,43704.96,448470.58,10.261319996631961,0.9019503189207866,0
Kerala,Kerala District E,2003,Rabi,Urad,15997.34,5436.27,0.33982337063536816,0.6686921104986077,0
Andhra Pradesh,Andhra Pradesh District A,2002,Kharif,Moong(Green Gram),5543.53,2122.54,0.3828859950248308,0.8133338673797939,0
Odisha,Odisha District D,2007,Rabi,Arhar/Tur,50160.9,27246.34,0.5431788504592222,0.6806516293753853,0
Uttarakhand,Uttarakhand District D,2009,Rabi,Arhar/Tur,25833.12,19633.92,0.7600289860458203,0.9523842235154287,0
Uttar Pradesh,Uttar Pradesh District D,2006,Kharif,Groundnut,8764.78,10057.3,1.1474674777917984,0.9500701088516575,0
Uttarakhand,Uttarakhand District D,2009,Autumn,Gram,16063.51,18969.72,1.1809199857316366,1.3645710895929999,0
Nagaland,Nagaland District C,2003,Kharif,Wheat,10656.18,32684.96,3.0672304709567593,1.3651496038348567,0
Meghalaya,Meghalaya District A,2010,Kharif,Urad,23018.64,7603.01,0.33029796721265897,0.6499483669291972,0
Telangana,Telangana District B,1998,Kharif,Maize,611.09,1413.98,2.313865388077043,1.1185066925679723,0
Puducherry,Puducherry District C,2011,Kharif,Cotton(lint),1437.34,3475.2,2.4177995463842934,1.5201465262668192,0
Gujarat,Gujarat District A,2013,Kharif,Moong(Green Gram),16799.15,12747.01,0.7587889863475235,1.6118343026654753,0
Karnataka,Karnataka District E,2013,Whole Year,Bajra,69260.19,107814.51,1.556659171740649,1.288135210957889,0
Telangana,Telangana District C,2013,Kharif,Rice,31127.13,70681.33,2.2707307098341545,1.1029538828100172,0
Odisha,Odisha District C,2013,Kharif,Groundnut,9668.5,13308.7,1.3765010084294358,1.1397032928808275,0
Tamil Nadu,Tamil Nadu District E,2012,Kharif,Small millets,9999.42,13820.31,1.3821111624474218,2.1954418278502335,1
Kerala,Kerala District D,2009,Rabi,Bajra,22952.25,28816.61,1.2555026195688876,1.0389282131091946,0
Sikkim,Sikkim District B,1999,Rabi,Sunflower,31400.31,35550.62,1.1321741728027526,1.164761746324893,0
Maharashtra,Maharashtra District D,2012,Rabi,Small millets,179.48,122.7,0.6836416313795409,1.0859440785737173,0
Mizoram,Mizoram District D,2007,Kharif,Small millets,36547.8,18413.99,0.5038330624551957,0.8003235988697799,0
Madhya Pradesh,Madhya Pradesh District D,2003,Kharif,Gram,48949.55,25838.09,0.5278514307077389,0.6099403944779784,0
Bihar,Bihar District C,2002,Rabi,Groundnut,30629.09,42761.38,1.3961035081355664,1.1559335995256903,0
Haryana,Haryana District B,2010,Kharif,Potato,11034.18,243383.97,22.057277477800795,1.6061369682163655,0
Nagaland,Nagaland District D,2010,Whole Year,Maize,43492.65,192175.38,4.418571413790606,2.1359071808501264,1
Andaman and Nicobar Islands,Andaman And Nicobar Islands District E,2006,Kharif,Maize,6470.69,8023.93,1.2400424066057871,0.5994280125385091,0
